,장기요양기관기호,장기요양기관유형코드,장기요양기관이름,시도코드,시군구코드,장기요양기관지정일,설치신고일자
983,21171000424,B02,스마일시니어 잠실송파 방문요양센터,11,710,20220816,20220816
984,21171000425,B01,효케어방문요양재가센터,11,710,20220816,20220816
985,21171000425,B02,효케어방문요양재가센터,11,710,20220816,20220816
986,21171000426,B01,송파메디재가복지센터,11,710,20220816,20220816
987,21171000426,B02,송파메디재가복지센터,11,710,20220816,20220816
988,21171000426,B05,송파메디재가복지센터,11,710,20220816,20220816
989,21171000427,B03,송파365데이케어센터,11,710,20221001,20221001
990,21171000428,B01,새빛요양간호재가복지센터,11,710,20221014,20221014
991,21171000428,B02,새빛요양간호재가복지센터,11,710,20221014,20221014
992,21171000428,B05,새빛요양간호재가복지센터,11,710,20221014,20221014
993,21171000430,B01,효드림 재가복지센터,11,710,20221111,20221111
994,21171000430,B02,효드림 재가복지센터,11,710,20221111,20221111
995,21171000431,B01,메디재가노인센터,11,710,20221101,20221101
996,21171000432,B01,송파한사랑재가센터,11,710,20221014,20221014
997,21171000433,B06,송파한사랑재가센터,11,710,20221014,20221014
998,21171000439,B04,A+은빛복지센터,11,710,20230101,20230101
999,21171000440,B04,은빛복지센터,11,710,20230101,20230101
1000,21171000441,B01,더그린 방문요양센터,11,710,20230113,20230113
1001,21174000028,B01,'(A+)'부모사랑복지센터,11,740,20080611,20080310
1002,21174000028,B02,'(A+)'부모사랑복지센터,11,740,20080611,20080310
1003,21174000150,B03,죽헌 미르데이센터(강동1호),11,740,20101126,20101126
1004,21174000150,H31,죽헌 미르데이센터(강동1호),11,740,20101126,20101126
1005,21174000163,B03,"""반석""데이케어센터",11,740,20110411,20110411
1006,21174000166,B03,강동구립 해공데이케어센터,11,740,20110520,20110520
1007,21174000189,B03,시립강동노인복지관 데이케어센터,11,740,20120516,20120516
1008,21174000221,B01,(주)롱라이프엘더가든 강동노인복지센터,11,740,20130701,20130701
1009,21174000221,B02,(주)롱라이프엘더가든 강동노인복지센터,11,740,20130701,20130701
1010,21174000221,B03,(주)롱라이프엘더가든 강동노인복지센터,11,740,20130701,20130701
1011,21174000250,B03,천호동성당데이케어센터,11,740,20150501,20150501
1012,21174000293,B03,(주)KB골든라이프케어 강동케어센터,11,740,20170102,20170102
1013,21174000302,B01,가온데이케어센터,11,740,20170614,20170614
1014,21174000302,B02,가온데이케어센터,11,740,20170614,20170614
1015,21174000302,B03,가온데이케어센터,11,740,20170614,20170614
1016,21174000303,B03,성내데이케어센터,11,740,20170701,20170701
1017,21174000323,B01,노인돌봄센터 엄마를부탁해,11,740,20180628,20180628
1018,21174000323,B02,노인돌봄센터 엄마를부탁해,11,740,20180628,20180628
1019,21174000323,B03,노인돌봄센터 엄마를부탁해,11,740,20180628,20180628
1020,21156000306,B01,도림재가노인복지센터,11,560,20200701,20200701
1021,21156000306,B02,도림재가노인복지센터,11,560,20200701,20200701
1022,21156000307,B01,서울시사회서비스원 영등포종합재가센터,11,560,20200928,20200928
1023,21156000307,B02,서울시사회서비스원 영등포종합재가센터,11,560,20200928,20200928
1024,21156000308,B01,우리들재가노인복지센터,11,560,20210601,20210601
1025,21156000308,B02,우리들재가노인복지센터,11,560,20210601,20210601
1026,21156000309,B01,소원재가복지센터,11,560,20210601,20210601
1027,21156000309,B02,소원재가복지센터,11,560,20210601,20210601
1028,21156000310,B01,'(A)비지팅엔젤스 영등포대림방문요양지점,11,560,20210601,20210601
1029,21156000310,B02,'(A)비지팅엔젤스 영등포대림방문요양지점,11,560,20210601,20210601
1030,21156000311,B01,유케어B,11,560,20210701,20210701
1031,21156000311,B02,유케어B,11,560,20210701,20210701
1032,21156000312,B03,다솜재활재가노인센터,11,560,20210701,20210701
1033,21156000314,B01,스마일재가복지센터,11,560,20211001,20211001
1034,21156000315,B01,위드케어재가센터,11,560,20210801,20210801
1035,21156000315,B02,위드케어재가센터,11,560,20210801,20210801
1036,21156000317,B01,해피재가복지센터,11,560,20211001,20211001
1037,21156000318,B01,여의도가족사랑재가복지센터,11,560,20211101,20211101
1038,21156000318,B02,여의도가족사랑재가복지센터,11,560,20211101,20211101
1039,21156000319,B01,바른마음재가복지센터,11,560,20220101,20220101
1040,21156000321,B01,집으로재가센터,11,560,20220101,20220101
1041,21156000321,B02,집으로재가센터,11,560,20220101,20220101
1042,21156000323,B01,다니엘재가실버케어센터,11,560,20220201,20220201
1043,21156000323,B02,다니엘재가실버케어센터,11,560,20220201,20220201
1044,21156000324,B01,가연재가복지센터,11,560,20220201,20220201
1045,21156000324,B02,가연재가복지센터,11,560,20220201,20220201
1046,21156000325,B01,서울현대재가센터,11,560,20220201,20220201
1047,21156000325,B02,서울현대재가센터,11,560,20220201,20220201
1048,21156000327,B01,고은재가복지센터,11,560,20220401,20220401
1049,21156000327,B02,고은재가복지센터,11,560,20220401,20220401
1050,21156000328,B01,효재가복지센터,11,560,20220501,20220501
1051,21156000328,B02,효재가복지센터,11,560,20220501,20220501
1052,21156000329,B01,대한재가복지센터,11,560,20220401,20220401
1053,21156000329,B02,대한재가복지센터,11,560,20220401,20220401
1054,21156000330,B01,샬롬나눔재가복지,11,560,20220401,20220401
1055,21156000331,B01,행복한동행재가복지센터,11,560,20220601,20220601
1056,21156000331,B02,행복한동행재가복지센터,11,560,20220601,20220601
1057,21156000332,B01,카네이션재가복지센터,11,560,20221001,20221001
1058,21156000332,B02,카네이션재가복지센터,11,560,20221001,20221001
1059,21156000333,B01,우리재가복지센터,11,560,20221001,20221001
1060,21156000333,B02,우리재가복지센터,11,560,20221001,20221001
1061,21156000334,B01,여의도재가복지센터,11,560,20221001,20221001
1062,21156000335,B01,손&강 재가노인복지센터,11,560,20221101,20221101
1063,21156000336,B01,온맘재가복지센터,11,560,20221201,20221201
1064,21156000337,B01,Well영등포재가방문요양센터,11,560,20230101,20230101
1065,21156000337,B02,Well영등포재가방문요양센터,11,560,20230101,20230101
1066,21156000338,B01,효(孝)사랑재가복지,11,560,20230101,20230101
1067,21156000338,B02,효(孝)사랑재가복지,11,560,20230101,20230101
1068,21159000001,B01,한국씨니어연합 노인복지센터,11,590,20080429,20080422
1069,21159000029,B03,동작데이케어센터,11,590,20081229,20081229
1070,21159000030,B03,청운데이케어센터,11,590,20091230,20091230
1071,21159000074,B03,상도데이케어센터,11,590,20100217,20100217
1072,21159000096,B01,구립 재영데이케어센터,11,590,20110315,20110315
1073,21159000096,B03,구립 재영데이케어센터,11,590,20110315,20110315
1074,21159000106,B03,사당데이케어센터,11,590,20110701,20110701
1075,21159000123,B03,송학데이케어센터,11,590,20120618,20120618
1076,21159000124,B03,엔젤데이케어센터,11,590,20120813,20120813
1077,21159000138,B01,(사)굿하트전문사례관리동작재가센터,11,590,20130901,20130901
1078,21159000138,B02,(사)굿하트전문사례관리동작재가센터,11,590,20130901,20130901
1079,21159000143,B03,약수데이케어센터,11,590,20131101,20131101
1080,21159000196,B01,고운케어재가복지센터,11,590,20171011,20171011
1081,21159000196,B02,고운케어재가복지센터,11,590,20171011,20171011
1082,21159000202,B03,숲데이케어센터,11,590,20180420,20180419
1083,21159000202,H31,숲데이케어센터,11,590,20180420,20180419
1084,21159000213,B01,동광노인복지센터,11,590,20181226,20181226
1085,21159000213,B02,동광노인복지센터,11,590,20181226,20181226
1086,21159000215,B01,우리노인복지센터,11,590,20190124,20190124
1087,21159000215,B02,우리노인복지센터,11,590,20190124,20190124
1088,21159000238,B01,동작어르신돌봄센터,11,590,20191201,20191201
1089,21159000238,B02,동작어르신돌봄센터,11,590,20191201,20191201
1090,21159000244,B01,엄마사랑 재가노인복지센터,11,590,20200305,20200305
1091,21159000244,B02,엄마사랑 재가노인복지센터,11,590,20200305,20200305
1092,21159000245,B03,삼화데이케어센터,11,590,20200316,20200316
1093,21159000245,H31,삼화데이케어센터,11,590,20200316,20200316
1094,21159000246,B01,참사랑 재가복지센터,11,590,20200305,20200305
1095,21159000246,B02,참사랑 재가복지센터,11,590,20200305,20200305
1096,21159000247,B01,상도재가복지센터 본점,11,590,20200413,20200413
1097,21159000248,B01,엔젤홈케어 동작,11,590,20200413,20200413
1098,21159000248,B02,엔젤홈케어 동작,11,590,20200413,20200413
1099,21159000249,B01,다모아재가복지센터,11,590,20200605,20200423
1100,21159000249,B02,다모아재가복지센터,11,590,20200605,20200423
1101,21126000190,B02,사랑노인복지센터,11,260,20120315,20120315
1102,21126000226,B01,단비재가노인복지센터,11,260,20130821,20130819
1103,21126000226,B02,단비재가노인복지센터,11,260,20130821,20130819
1104,21126000235,B03,두레데이케어,11,260,20131115,20131115
1105,21126000241,B03,양원사랑데이케어센터,11,260,20140218,20140218
1106,21126000246,B01,유린원광방문요양센터,11,260,20140602,20140602
1107,21126000246,B02,유린원광방문요양센터,11,260,20140602,20140602
1108,21126000250,B04,사랑과섬김요양원단기보호,11,260,20140630,20140630
1109,21126000252,B03,두레주야간보호센터,11,260,20140829,20140829
1110,21126000270,B03,구립신내노인종합복지관 병설 신내데이케어센터,11,260,20150223,20150223
1111,21126000272,B03,시립중랑노인전문요양원병설데이케어센터,11,260,20150301,20150301
1112,21126000283,B01,'(협)효마을중랑복지촌 2호,11,260,20150601,20150601
1113,21126000283,B02,'(협)효마을중랑복지촌 2호,11,260,20150601,20150601
1114,21126000283,B03,'(협)효마을중랑복지촌 2호,11,260,20150601,20150601
1115,21126000301,B04,카멜리아요양원 단기보호,11,260,20151222,20151222
1116,21126000324,B01,중랑제일주야간보호센터,11,260,20160830,20160830
1117,21126000324,B03,중랑제일주야간보호센터,11,260,20160830,20160830
1118,21126000327,B04,평강요양원단기보호센터,11,260,20160906,20160906
1119,21126000334,B04,가천단기보호센터,11,260,20161101,20161101
1120,21126000335,B01,중랑리베데이케어센터,11,260,20161206,20161206
1121,21126000335,B03,중랑리베데이케어센터,11,260,20161206,20161206
1122,21126000337,B04,엘림요양원 단기보호,11,260,20161214,20161214
1123,21126000343,B04,정원단기요양센타,11,260,20170301,20170301
1124,21126000344,B03,꿈이있는데이케어센터,11,260,20170320,20170320
1125,21126000353,B01,(주)가가호호재가주간복지센터,11,260,20170612,20170612
1126,21126000353,B02,(주)가가호호재가주간복지센터,11,260,20170612,20170612
1127,21126000353,B03,(주)가가호호재가주간복지센터,11,260,20170612,20170612
1128,21126000353,B05,(주)가가호호재가주간복지센터,11,260,20170612,20170612
1129,21126000358,B04,다애요양원(단기보호),11,260,20170801,20170801
1130,21126000364,B03,구립용마데이케어센터,11,260,20171001,20171001
1131,21126000370,B01,늘봄재가노인복지센터,11,260,20180320,20180320
1132,21126000370,B02,늘봄재가노인복지센터,11,260,20180320,20180320
1133,21126000378,B01,(A+)한성노인복지센터,11,260,20180501,20180501
1134,21126000378,B02,(A+)한성노인복지센터,11,260,20180501,20180501
1135,21126000382,B01,"""A+""서울노인복지센터",11,260,20180601,20180601
1136,21126000382,B02,"""A+""서울노인복지센터",11,260,20180601,20180601
1137,21126000382,B05,"""A+""서울노인복지센터",11,260,20180601,20180601
1138,21126000387,B03,구립신내우리데이케어센터,11,260,20180702,20180702
1139,21126000389,B01,중랑구재가노인복지센터,11,260,20180803,20180803
1140,21126000389,B02,중랑구재가노인복지센터,11,260,20180803,20180803
1141,21126000398,B01,(A)청춘시대 재활복지센터,11,260,20181112,20181112
1142,21126000398,B02,(A)청춘시대 재활복지센터,11,260,20181112,20181112
1143,21126000398,B03,(A)청춘시대 재활복지센터,11,260,20181112,20181112
1144,21126000401,B01,사랑나눔재가복지센터,11,260,20190131,20190131
1145,21126000401,B02,사랑나눔재가복지센터,11,260,20190131,20190131
1146,21126000411,B01,희망재가장기요양기관,11,260,20190501,20190501
1147,21126000411,B02,희망재가장기요양기관,11,260,20190501,20190501
1148,21126000412,B01,엔젤노인재가복지센터,11,260,20190601,20190601
1149,21126000412,B02,엔젤노인재가복지센터,11,260,20190601,20190601
1150,21126000413,B01,"""(A+)""누리 봄 방문간호요양센터",11,260,20190601,20190601
1151,21126000413,B02,"""(A+)""누리 봄 방문간호요양센터",11,260,20190601,20190601
1152,21126000413,B05,"""(A+)""누리 봄 방문간호요양센터",11,260,20190601,20190601
1153,21126000414,B01,가족사랑 데이케어,11,260,20190603,20190603
1154,21126000414,B02,가족사랑 데이케어,11,260,20190603,20190603
1155,21126000414,B03,가족사랑 데이케어,11,260,20190603,20190603
1156,21126000417,B03,사랑나눔 주야간보호센터,11,260,20190807,20190807
1157,21126000421,B01,다인재가노인복지센터,11,260,20190911,20190911
1158,21126000421,B02,다인재가노인복지센터,11,260,20190911,20190911
1159,21126000428,B01,무지개노인복지센터,11,260,20191101,20191101
1160,21126000428,B02,무지개노인복지센터,11,260,20191101,20191101
1161,21126000439,B01,참기쁨 재가복지센터,11,260,20191129,20191129
1162,21126000439,B02,참기쁨 재가복지센터,11,260,20191129,20191129
1163,21126000441,B01,엘림재가방문센터,11,260,20191210,20191210
1164,21126000441,B02,엘림재가방문센터,11,260,20191210,20191210
1165,21126000445,B01,서울북부재가센터,11,260,20200101,20200101
1166,21126000447,B01,"""A+한결방문요양센터""",11,260,20200229,20200229
1167,21126000447,B02,"""A+한결방문요양센터""",11,260,20200229,20200229
1168,21126000449,B03,"""YesCare""예스케어 주간보호 중랑 센터",11,260,20200401,20200401
1169,21126000451,B01,화평재가방문요양센터,11,260,20200601,20200601
1170,21126000451,B02,화평재가방문요양센터,11,260,20200601,20200601
1171,21126000454,B01,가온효사랑 방문요양센터,11,260,20200701,20200701
1172,21126000454,B02,가온효사랑 방문요양센터,11,260,20200701,20200701
1173,21159000250,B01,하나재가노인복지센터,11,590,20200713,20200630
1174,21159000250,B02,하나재가노인복지센터,11,590,20200713,20200630
1175,21159000251,B01,동작시니어재가복지센터,11,590,20200901,20200901
1176,21159000251,B02,동작시니어재가복지센터,11,590,20200901,20200901
1177,21159000253,B03,온마음데이케어센터,11,590,20200904,20200904
1178,21159000254,B01,벧엘노인재가복지센터,11,590,20201117,20201117
1179,21159000254,B02,벧엘노인재가복지센터,11,590,20201117,20201117
1180,21159000255,B01,늘한마음방문요양센터,11,590,20201221,20201221
1181,21159000255,B02,늘한마음방문요양센터,11,590,20201221,20201221
1182,21159000256,B01,작은사랑재가복지센터,11,590,20210225,20210225
1183,21159000256,B02,작은사랑재가복지센터,11,590,20210225,20210225
1184,21159000258,B01,아리랑재가복지센터,11,590,20210405,20210405
1185,21159000259,B01,드림 재가복지센터,11,590,20210405,20210405
1186,21159000260,B03,에벤에셀데이케어센터,11,590,20210401,20210401
1187,21159000260,H31,에벤에셀데이케어센터,11,590,20210401,20210401
1188,21159000261,B01,상떼재가노인복지센터,11,590,20210503,20210503
1189,21159000261,B02,상떼재가노인복지센터,11,590,20210503,20210503
1190,21159000263,B01,이수방문요양센터,11,590,20210503,20210503
1191,21159000263,B02,이수방문요양센터,11,590,20210503,20210503
1192,21159000265,B03,구립 100세 데이케어센터,11,590,20210429,20210429
1193,21159000266,B01,아리아케어 방문요양 동작 상도센터,11,590,20210604,20210604
1194,21159000266,B02,아리아케어 방문요양 동작 상도센터,11,590,20210604,20210604
1195,21159000267,B01,소나무방문요양센터,11,590,20210604,20210604
1196,21159000267,B02,소나무방문요양센터,11,590,20210604,20210604
1197,21159000268,B01,"""시니어홈케어 재가방문요양센터",11,590,20210907,20210817
1198,21159000268,B02,"""시니어홈케어 재가방문요양센터",11,590,20210907,20210817
1199,21159000270,B01,가온재가복지센터,11,590,20211112,20211112
1200,21159000271,B01,공감방문요양센터,11,590,20211112,20211112
1201,21159000271,B02,공감방문요양센터,11,590,20211112,20211112
1202,21159000273,B01,대방재가복지센터,11,590,20211112,20211112
1203,21159000273,B02,대방재가복지센터,11,590,20211112,20211112
1204,21159000277,B03,참사랑데이케어센터,11,590,20220208,20220208
1205,21159000278,B01,'(A)비지팅엔젤스 동작방문요양지점,11,590,20220304,20220304
1206,21159000278,B02,'(A)비지팅엔젤스 동작방문요양지점,11,590,20220304,20220304
1207,21159000279,B01,정성가득재가복지센터,11,590,20220304,20220304
1208,21159000280,B01,도움재가노인복지센터,11,590,20220427,20220427
1209,21159000280,B02,도움재가노인복지센터,11,590,20220427,20220427
1210,21159000282,B01,상록복지재가센터,11,590,20220715,20220715
1211,21159000283,B03,굿하트동작데이케어센터,11,590,20220701,20220701
1212,21159000283,H31,굿하트동작데이케어센터,11,590,20220701,20220701
1213,21159000283,H32,굿하트동작데이케어센터,11,590,20220701,20220701
1214,21159000284,B01,행복한재가노인복지센터,11,590,20220826,20220826
1215,21159000284,B02,행복한재가노인복지센터,11,590,20220826,20220826
1216,21159000285,B01,'(A)비지팅엔젤스 동작상도방문요양지점,11,590,20220826,20220826
1217,21159000285,B02,'(A)비지팅엔젤스 동작상도방문요양지점,11,590,20220826,20220826
1218,21159000286,B03,흑석데이케어센터,11,590,20221109,20221109
1219,21159000286,H31,흑석데이케어센터,11,590,20221109,20221109
1220,21162000118,B03,관악노인종합사회복지관 병설 관악데이케어센터,11,620,20100311,20100311
1221,21162000136,B03,죽헌 미르데이센터(관악1호),11,620,20100830,20100830
1222,21162000144,B01,온누리,11,620,20101201,20101201
1223,21162000144,B02,온누리,11,620,20101201,20101201
1224,21162000149,B01,한사랑복지센터,11,620,20110201,20110201
1225,21162000149,B02,한사랑복지센터,11,620,20110201,20110201
1226,21162000154,B03,수호데이케어센터,11,620,20110602,20110602
1227,21162000233,B03,신림성모성당데이케어센터,11,620,20150501,20150501
1228,21162000234,B03,행운동성당데이케어센터,11,620,20150501,20150501
1229,21162000236,B01,엔젤복지센터,11,620,20150609,20150609
1230,21162000236,B02,엔젤복지센터,11,620,20150609,20150609
1231,21162000245,B03,효사랑데이케어센터,11,620,20150922,20150922
1232,21162000286,B03,죽헌 미르데이센터(관악2호),11,620,20170324,20160325
1233,21162000287,B03,관악중앙데이케어센터,11,620,20170324,20170324
1234,21162000291,B01,서림노인복지센터,11,620,20170427,20170427
1235,21162000291,B02,서림노인복지센터,11,620,20170427,20170427
1236,21162000291,B03,서림노인복지센터,11,620,20170427,20170427
1237,21162000297,B03,100세데이케어센터(한국복지협동조합),11,620,20170901,20170901
1238,21162000317,B03,관악난향데이케어센터,11,620,20180724,20180724
1239,21162000322,B03,하늘빛데이케어센터(주식회사늘푸른복지),11,620,20181228,20181228
1240,21162000323,B03,관악희망데이케어센터,11,620,20181228,20181228
1241,21162000326,B01,'품앗이노인복지센터',11,620,20190107,20190104
1242,21162000326,B02,'품앗이노인복지센터',11,620,20190107,20190104
1243,21162000339,B01,가가호호 데이케어센터,11,620,20190715,20190715
1244,21162000339,B03,가가호호 데이케어센터,11,620,20190715,20190715
1245,21162000360,B01,명지재가노인복지센터,11,620,20200101,20200101
1246,21162000361,B03,나눔재활데이케어센터,11,620,20200102,20200102
1247,21126000457,B01,"""(A)""+1중랑재가복지센터",11,260,20200901,20200901
1248,21126000457,B02,"""(A)""+1중랑재가복지센터",11,260,20200901,20200901
1249,21126000458,B01,미소방문요양재가센터,11,260,20200901,20200901
1250,21126000458,B02,미소방문요양재가센터,11,260,20200901,20200901
1251,21126000460,B01,소풍방문요양센터,11,260,20201101,20201101
1252,21126000460,B02,소풍방문요양센터,11,260,20201101,20201101
1253,21126000461,B01,꿀벌방문요양센터,11,260,20201101,20201101
1254,21126000461,B02,꿀벌방문요양센터,11,260,20201101,20201101
1255,21126000463,B01,"""다사랑"" 방문요양센터",11,260,20201201,20201201
1256,21126000463,B02,"""다사랑"" 방문요양센터",11,260,20201201,20201201
1257,21126000464,B01,"""A""광은케어센터",11,260,20210101,20210101
1258,21126000464,B02,"""A""광은케어센터",11,260,20210101,20210101
1259,21126000465,B01,엠마오재가복지센터,11,260,20210101,20210101
1260,21126000465,B02,엠마오재가복지센터,11,260,20210101,20210101
1261,21126000466,B01,재단법인 서울특별시 사회서비스원 (중랑종합재가센터),11,260,20210101,20210101
1262,21126000466,B02,재단법인 서울특별시 사회서비스원 (중랑종합재가센터),11,260,20210101,20210101
1263,21126000467,B01,'장원데이케어방문요양중랑센터,11,260,20210302,20210302
1264,21126000467,B03,'장원데이케어방문요양중랑센터,11,260,20210302,20210302
1265,21126000469,B01,가원주야간보호센터,11,260,20210401,20210401
1266,21126000469,B02,가원주야간보호센터,11,260,20210401,20210401
1267,21126000469,B03,가원주야간보호센터,11,260,20210401,20210401
1268,21126000470,B03,새솔주야간보호센터,11,260,20210401,20210401
1269,21126000475,B01,새나눔요양재가복지센타,11,260,20210601,20210601
1270,21126000475,B02,새나눔요양재가복지센타,11,260,20210601,20210601
1271,21126000477,B01,중랑행복재가노인복지센타,11,260,20210801,20210801
1272,21126000477,B02,중랑행복재가노인복지센타,11,260,20210801,20210801
1273,21126000478,B01,은빛노인복지센터,11,260,20210801,20210801
1274,21126000478,B02,은빛노인복지센터,11,260,20210801,20210801
1275,21126000479,B01,늘푸른돌봄센터 중랑점,11,260,20210801,20210801
1276,21126000479,B02,늘푸른돌봄센터 중랑점,11,260,20210801,20210801
1277,21126000480,B01,찐 사랑나눔재가센터,11,260,20210801,20210801
1278,21126000480,B02,찐 사랑나눔재가센터,11,260,20210801,20210801
1279,21126000481,B06,동아의료기,11,260,20210801,20210801
1280,21126000482,B03,*(ABC)우림요양센터,11,260,20210815,20210815
1281,21126000486,B03,스마일시니어 데이케어센터 중랑지점,11,260,20210901,20210901
1282,21126000489,B01,명성재가방문요양센터,11,260,20211001,20211001
1283,21126000489,B02,명성재가방문요양센터,11,260,20211001,20211001
1284,21126000490,B01,'(A)비지팅엔젤스 중랑면목방문요양지점,11,260,20211001,20211001
1285,21126000490,B02,'(A)비지팅엔젤스 중랑면목방문요양지점,11,260,20211001,20211001
1286,21126000491,B01,효사랑복지센터,11,260,20211101,20211101
1287,21126000491,B02,효사랑복지센터,11,260,20211101,20211101
1288,21126000494,B03,"""YesCare""예스케어 주간보호 상봉 센터",11,260,20211201,20211201
1289,21126000496,B01,늘기쁨재가복지센터,11,260,20220101,20220101
1290,21126000497,B01,여명재가복지센터,11,260,20220101,20220101
1291,21126000497,B02,여명재가복지센터,11,260,20220101,20220101
1292,21126000498,B01,하예성복지센터,11,260,20220101,20220101
1293,21126000499,B01,A+엘림재가방문센터,11,260,20220201,20220201
1294,21126000500,B01,동행재가복지센터,11,260,20220201,20220201
1295,21126000501,B01,세종재가노인복지센터,11,260,20220401,20220401
1296,21126000501,B02,세종재가노인복지센터,11,260,20220401,20220401
1297,21126000502,B01,나누리 재가복지센터,11,260,20220401,20220401
1298,21126000503,B01,중랑효재가복지센터,11,260,20220501,20220501
1299,21126000503,B02,중랑효재가복지센터,11,260,20220501,20220501
1300,21126000504,B01,참좋은 방문요양센터,11,260,20220501,20220501
1301,21126000504,B02,참좋은 방문요양센터,11,260,20220501,20220501
1302,21126000505,B01,온사랑 방문요양센터,11,260,20220601,20220601
1303,21126000506,B01,사랑방데이케어센터,11,260,20220601,20220601
1304,21126000506,B03,사랑방데이케어센터,11,260,20220601,20220601
1305,21126000507,B01,사랑채재가복지센터,11,260,20220601,20220601
1306,21126000507,B02,사랑채재가복지센터,11,260,20220601,20220601
1307,21126000507,B04,사랑채재가복지센터,11,260,20220601,20220601
1308,21126000511,B03,예원주야간보호센터,11,260,20220701,20220701
1309,21126000512,B01,생생재가복지센터,11,260,20220801,20220801
1310,21126000512,B02,생생재가복지센터,11,260,20220801,20220801
1311,21126000513,B01,가온재가복지센터,11,260,20220901,20220901
1312,21126000513,B02,가온재가복지센터,11,260,20220901,20220901
1313,21126000514,B06,서울더케어복지용구,11,260,20221001,20221001
1314,21126000515,B01,꽃가람누리 재가복지센터,11,260,20221101,20221101
1315,21126000515,B02,꽃가람누리 재가복지센터,11,260,20221101,20221101
1316,21126000517,B01,대한방문요양센터,11,260,20230101,20230101
1317,21126000517,B02,대한방문요양센터,11,260,20230101,20230101
1318,21126000518,B01,"""올바른노인복지센터",11,260,20230101,20230101
1319,21126000520,B01,한세재가노인복지센터,11,260,20230101,20230101
1320,21126000520,B02,한세재가노인복지센터,11,260,20230101,20230101
1321,21126000521,B06,"""실버랩",11,260,20230101,20230101
1322,21129000005,B03,덕수노인복지센터,11,290,20080603,20080530
1323,21129000023,B03,길음데이케어센터,11,290,20080627,20060501
1324,21129000044,B03,시립성북노인종합복지관 주간보호센터,11,290,20080922,20080911
1325,21129000101,B03,길음안나데이케어센터,11,290,20100208,20100202
1326,21129000102,B03,정릉데이케어센터,11,290,20100225,20100217
1327,21129000124,B03,죽헌 미르데이센터(성북1호),11,290,20101105,20101105
1328,21129000175,B03,동소문데이케어센터,11,290,20140401,20140401
1329,21129000197,B03,삼선데이케어센터,11,290,20150317,20150317
1330,21129000236,B03,석관데이케어센터,11,290,20170307,20170307
1331,21129000244,B01,사회복지법인 진각복지재단 진각홈케어 성북센터,11,290,20170901,20170901
1332,21129000244,B02,사회복지법인 진각복지재단 진각홈케어 성북센터,11,290,20170901,20170901
1333,21129000247,B03,명성노인복지센터,11,290,20170929,20170929
1334,21129000258,B01,연세노인복지센터,11,290,20180601,20180601
1335,21162000363,B03,효·보살핌데이케어센터,11,620,20200401,20200401
1336,21162000363,H31,효·보살핌데이케어센터,11,620,20200401,20200401
1337,21162000364,B01,바른돌봄 재가노인복지센터,11,620,20200701,20200701
1338,21162000364,B02,바른돌봄 재가노인복지센터,11,620,20200701,20200701
1339,21162000365,B01,사랑나눔재가복지센터,11,620,20201001,20200903
1340,21162000365,B02,사랑나눔재가복지센터,11,620,20201001,20200903
1341,21162000366,B01,행복더함 재가노인복지센터,11,620,20201101,20201101
1342,21162000366,B02,행복더함 재가노인복지센터,11,620,20201101,20201101
1343,21162000369,B01,스마일시니어요양센터,11,620,20210301,20210301
1344,21162000369,B02,스마일시니어요양센터,11,620,20210301,20210301
1345,21162000370,B03,아가페데이케어센터,11,620,20210401,20210401
1346,21162000371,B01,다정다감 재가방문요양센터,11,620,20210501,20210501
1347,21162000371,B02,다정다감 재가방문요양센터,11,620,20210501,20210501
1348,21162000373,B01,사랑방문요양센터,11,620,20210601,20210601
1349,21162000373,B02,사랑방문요양센터,11,620,20210601,20210601
1350,21162000375,B03,남부데이케어센터,11,620,20210601,20210601
1351,21162000376,B01,더큰사랑재가복지센터,11,620,20210701,20210701
1352,21162000380,B06,스마일시니어방문요양센터,11,620,20210801,20210801
1353,21162000382,B03,구립강감찬데이케어센터,11,620,20210801,20210801
1354,21162000383,B01,다솜방문요양센터,11,620,20211001,20211001
1355,21162000384,B01,유케어G,11,620,20210901,20210901
1356,21162000384,B02,유케어G,11,620,20210901,20210901
1357,21162000384,B06,유케어G,11,620,20210901,20210901
1358,21162000385,B01,한봄찬방문요양센터,11,620,20211001,20211001
1359,21162000388,B03,효드림데이케어센터,11,620,20220101,20220101
1360,21162000389,B01,두드림데이케어센터,11,620,20220101,20220101
1361,21162000389,B03,두드림데이케어센터,11,620,20220101,20220101
1362,21162000390,B03,벧엘데이케어센터,11,620,20220101,20220101
1363,21162000390,H31,벧엘데이케어센터,11,620,20220101,20220101
1364,21162000395,B06,늘봄복지용구,11,620,20220124,20220106
1365,21162000398,B01,대교 뉴이프 방문요양센터 보라매센터,11,620,20220221,20220211
1366,21162000398,B02,대교 뉴이프 방문요양센터 보라매센터,11,620,20220221,20220211
1367,21162000399,B01,예마재가복지센터,11,620,20220401,20220307
1368,21162000399,B02,예마재가복지센터,11,620,20220401,20220307
1369,21162000400,B01,예사랑재가복지센터,11,620,20220401,20220302
1370,21162000400,B02,예사랑재가복지센터,11,620,20220401,20220302
1371,21162000401,B01,케어닥 방문요양센터 관악점,11,620,20220401,20220310
1372,21162000403,B01,미소재가복지센터,11,620,20220429,20220325
1373,21162000403,B02,미소재가복지센터,11,620,20220429,20220325
1374,21162000405,B05,정다운재가복지센터,11,620,20220701,20220701
